Na3PO4,HeatCapacity,665,J/molK dodecahydrate
Na3PO4,F K<br /> (dodecahydrate)<ref name,2,/>
Na3PO4,BoilingPtC,100,C
Na3PO4,pKb,2.23,NoUnits
Na3PO4,DeltaGf,-1819,kJ/mol anhydrous
Na3PO4,SolubleOther,insoluble in ethanol,NoUnits
Na3PO4,CS<sub>2</sub><ref name,2,/>
Na3PO4,MeltingPtC,1583,C
YBa2Cu3O7,Density,6.3,g/cm^3
YBa2Cu3O7,MolarMass,666.19,g/mol
YBa2Cu3O7,Appearance,Black solid,NoUnits
YBa2Cu3O7,Solubility,Insoluble,NoUnits
YBa2Cu3O7,MeltingPt,1000,C
Al4C3,BoilingPt,1400,C
Al4C3,Entropy,88.95,J/mol K
Al4C3,HeatCapacity,116.8,J/mol K
Al4C3,Density,2.36,g/cm^3
Al4C3,MolarMass,143.95853,g/mol
Al4C3,Odor,odorless,NoUnits
Al4C3,Appearance,colorless when pure hexagonal crystals,NoUnits
Al4C3,Solubility,decomposes,NoUnits
Al4C3,DeltaGf,-196,kJ/mol
Al4C3,DeltaHf,-209,kJ/mol
Al4C3,MeltingPtC,2200,C
V2O5,Density,3.357,g/cm^3
V2O5,MolarMass,181.8800,g/mol
V2O5,Appearance,Yellow solid,NoUnits
V2O5,Solubility,0.8,g/L 20 C
V2O5,BoilingPtC,1750,C
V2O5,Properties_ref,,NoUnits
V2O5,MeltingPtC,690,C
FeC2O4,Density,2.28,g/cm^3
FeC2O4,MolarMass,143.86,g/mol anhydrous
FeC2O4,Odor,odorless,NoUnits
FeC2O4,Appearance,yellow powder,NoUnits
FeC2O4,BoilingPtC,365.1,C
FeC2O4,MeltingPtC,190,C
Au2O3,MolarMass,441.93,NoUnits
Au2O3,Appearance,brown solid,NoUnits
Au2O3,Density,11.34,g/cm^3 at 20 C
Cr1Cl2,"F K<br> tetrahydrate, decomposes<ref name",crc ,NoUnits
Cr1Cl2,HeatCapacity,71.2,J/molK
Cr1Cl2,MagSus,7.2310^3,cm^3/mol
Cr1Cl2,Density,2.88,g/cm^3 24 C
Cr1Cl2,Odor,Odorless,NoUnits
Cr1Cl2,Appearance,White to greygreen powder anhydrous,NoUnits
Cr1Cl2,Solubility,Soluble,NoUnits
Cr1Cl2,BoilingPtC,1302,C
Cr1Cl2,DeltaGf,56,kJ/mol
Cr1Cl2,Entropy,115.3,J/molK
Cr1Cl2,DeltaHf,95.4,kJ/mol
Cr1Cl2,SolubleOther,Insoluble in alcohol,NoUnits
Cr1Cl2,MeltingPtC,824,C
Na2Cr2O7,Solvent,other solvents,NoUnits
Na2Cr2O7,Density,2.52,g/cm^3
Na2Cr2O7,MolarMass,261.97,g/mol anhydrous
Na2Cr2O7,Odor,odorless,NoUnits
Na2Cr2O7,Appearance,bright red,NoUnits
Na2Cr2O7,Solubility,73,g/100 mL at 25 C<!--Ullmann's-->
Na2Cr2O7,BoilingPtC,400,C
Na2Cr2O7,RefractIndex,1.661,dihydrate
Na2Cr2O7,SolubleOther,soluble in methanol,NoUnits
Na2Cr2O7,MeltingPtC,356.7,C
H2Te,Density,3.310,g/cm^3
H2Te,MolarMass,129.6158,g mol^1
H2Te,Appearance,colourless gas,NoUnits
H2Te,Solubility,0.70,g/100 mL
H2Te,BoilingPtC,2 C,NoUnits
H2Te,MeltingPt_ref,,NoUnits
H2Te,pKa,2.6,NoUnits
H2Te,DeltaHf,0.7684,kJ/g
H2Te,MeltingPtC,9,C
CdF2,Density,6.33,g/cm^3
CdF2,MolarMass,150.41,g/mol
CdF2,Appearance,grey crystals,NoUnits
CdF2,Solubility,4.35,g/100 mL
CdF2,BoilingPtC,1748,C
CdF2,DeltaGf,-155.4, 0.3 kcal. mole-1 at 298.15 K
CdF2,DeltaHf,-167.39, 0.23 kcal. mole-1 at 298.15 K
CdF2,SolubleOther,soluble in acidbr  insoluble in ethanol alcohol and liquid ammonia,NoUnits
CdF2,MeltingPtC,1110,C
H3PO4,DeltaHf,-1288,kJ/mol
H3PO4,Viscosity,2.49.4,Poise
H3PO4,Odor,odorless,NoUnits
H3PO4,Appearance,white solid or colourless,NoUnits
H3PO4,BoilingPtC,158,C
H3PO4,RefractIndex,1.34203,NoUnits
H3PO4,pKa,1sub,NoUnits
H3PO4,Entropy,158,J/molK
H3PO4,MeltingPtC,42.35,C
H3PO4,SolubleOther,soluble in ethanol,NoUnits
H3PO4,VaporPressure,0.03,mmHg 20C
Cu2S,MolarMass,159.16,g/mol
Cu2S,MeltingPt_ref,,NoUnits
Cu2S,SolubleOther,slightly soluble in hydrochloric acid,NoUnits
Cu2S,Solubility,Insoluble,NoUnits
Cu2S,MeltingPtC,1130,C
Cr2SO4)312H2O,MolarMass,392.16,g/mol 
Cr2SO4)312H2O,BoilingPt,decomposes to chromic acid,NoUnits
Cr2SO4)312H2O,Appearance,brown crystals anhydrous,NoUnits
Cr2SO4)312H2O,Solubility,insoluble anhydrous ,NoUnits
Cr2SO4)312H2O,MeltingPt,90,C
Cr2SO4)312H2O,SolubleOther,soluble in alcohol ,NoUnits
Ba1FeO4,access-date,29,"April 2016</ref>
File:IR Spectrum of BaFeO4.png"
Ba1FeO4,language,enref,NoUnits
Ba1FeO4,alkaline batteries.<ref name,3 ,NoUnits
Ba1FeO4,Appearance,Dark red,NoUnits
Ba1FeO4,Selected Area Diffraction (SAED).<ref name,1 FileBeFeO4 Crystal structurepng,NoUnits
Ba1FeO4,location,Oxford Oxfordshire,NoUnits
Ba1FeO4,paramagnetic.<ref name,0Cite book,NoUnits
Ba1FeO4,IR Spectrum of BaFeO4 showing characteristic peaks<ref name,3Cite journal,NoUnits
Na3SbS4,Appearance,Yellow crystals,NoUnits
Na3SbS4,Density,1.806,g/cm^3
CF3SO3H,Density,1.696,g/mL
CF3SO3H,MolarMass,150.08,g/mol
CF3SO3H,Appearance,Colorless liquid,NoUnits
CF3SO3H,Solubility,Miscible,NoUnits
CF3SO3H,BoilingPtC,162,C
CF3SO3H,MeltingPtC,0,C
CuCO3,Density,  gcm3 ,NoUnits
CuCO3,MolarMass,123.5549,NoUnits
CuCO3,Appearance,gray powder,NoUnits
CuCO3,BandGap, Electronvolt,NoUnits
CuCO3,Solubility,reacts with water at normal conditions,NoUnits
CuCO3,Entropy, JmolK ,NoUnits
CuCO3,DeltaHf, kJmol ,NoUnits
Gd2O3,MolarMass,362.50,g/mol
Gd2O3,Appearance,white odorless powder,NoUnits
Gd2O3,Solubility,insoluble,NoUnits
Gd2O3,SolubilityProduct,1.810^23,NoUnits
Gd2O3,SolubleOther,soluble in acid,NoUnits
Gd2O3,MeltingPtC,2420,C
K2S,Solvent,other solvents,NoUnits
K2S,Density,1.74,g/cm^3
K2S,MolarMass,110.262,g/mol
K2S,Odor,hydrogen sulfide,NoUnits
K2S,Appearance,brown,NoUnits
K2S,Solubility,converts to KSH,NoUnits
K2S,BoilingPtC,912,C
K2S,SolubleOther,soluble in ethanol,NoUnits
K2S,MeltingPtC,840,C
Li2S,Density,1.66,g/cm^3
Li2S,MolarMass,45.95,g/mol
Li2S,Appearance,white solid,NoUnits
Li2S,Solubility,very soluble,NoUnits
Li2S,BoilingPtC,1372,C
Li2S,Entropy,63,J/mol K
Li2S,DeltaHf,-9.401,kJ/g or -447 kJ/mol
Li2S,SolubleOther,very soluble in ethanol,NoUnits
Li2S,MeltingPtC,938,C
KHSO3,MolarMass,120.1561,g/mol
KHSO3,Odor,sulfur dioxide,NoUnits
KHSO3,Appearance,White crystalline powder,NoUnits
KHSO3,Solubility,49,g/100 mL 20 C 
KHSO3,SolubleOther,insoluble in alcohol,NoUnits
KHSO3,MeltingPtC,190,C
Al2S3,HeatCapacity,105.1,J/mol K
Al2S3,Density,2.02,g/cm^3
Al2S3,MolarMass,150.158,g/mol
Al2S3,Appearance,gray solid,NoUnits
Al2S3,Solubility,decomposes,NoUnits
Al2S3,BoilingPtC,1500,C
Al2S3,Entropy,116.9,J/mol K
Al2S3,DeltaHf,-724,kJ/mol
Al2S3,SolubleOther,insoluble in acetone,NoUnits
Al2S3,MeltingPtC,1100,C
ZnS,Density,4.090,g/cm^3
ZnS,MolarMass,97.474,g/mol
ZnS,BandGap,3.54,eV cubic
ZnS,Solubility,negligible,NoUnits
ZnS,DeltaHf,04.6,kJ/mol
ZnS,MeltingPtC,1185,C
Li2SO4,DeltaHf,436.37,kJ/mol
Li2SO4,RefractIndex,1.465,-form
Li2SO4,HeatCapacity,1.07,J/g K
Li2SO4,Density,2.221,g/cm^3 anhydrous 
Li2SO4,MolarMass,109.94,g/mol
Li2SO4,Appearance,White crystalline solid,NoUnits
Li2SO4,Solubility,monohydrate ,NoUnits
Li2SO4,BoilingPtC,1377,C
Li2SO4,DeltaGf,-1324.7,kJ/mol
Li2SO4,MeltingPtC,859,C
Li2SO4,Entropy,113,J/mol K
Li2SO4,Properties_ref,,NoUnits
Li2SO4,SolubleOther,insoluble in absolute ethanol,NoUnits
NH4ClO4,Density,1.95,g/cm^3
NH4ClO4,MolarMass,117.49,g/mol
NH4ClO4,Solubility,11.56,g/100 mL 0 C 
NH4ClO4,MeltingPt,200,C
NH4ClO4,SolubleOther,Soluble in Methanol ,NoUnits
H6Si2,MeltingPtC,-132,C
H6Si2,Appearance,Colourless gas,NoUnits
H6Si2,BoilingPtC,-14,C
H6Si2,Density,2.7,g dm^3
N1H4Cl,Density,1.5274,g/cm^3
N1H4Cl,Solvent1,methanol,NoUnits
N1H4Cl,Solvent3,glycerol,NoUnits
N1H4Cl,Solvent2,ethanol,NoUnits
N1H4Cl,Solvent5,acetic acid,NoUnits
N1H4Cl,Solvent4,sulfur dioxide,NoUnits
N1H4Cl,RefractIndex,1.642,20 C
N1H4Cl,Odor,Odorless,NoUnits
N1H4Cl,BoilingPtC,520,C
N1H4Cl,MeltingPtC,338,C
N1H4Cl,Appearance,White solid,NoUnits
N1H4Cl,Solubility5,0.67,g/kg 16.6 C
N1H4Cl,Solubility4,0.09,g/kg 0 C
N1H4Cl,Solubility3,97,g/kg
N1H4Cl,Solubility2,6,g/L 19 C
N1H4Cl,HeatCapacity,84.1,J/molK
N1H4Cl,DeltaGf,02.97,kJ/mol
N1H4Cl,SolubilityProduct,30.9,395 g/L
N1H4Cl,pKa,9.24,NoUnits
N1H4Cl,Entropy,94.56,J/molK
N1H4Cl,DeltaHf,14.43,kJ/mol
SeCl4,Density,2.6,g/cm^3
SeCl4,MolarMass,220.771,g/mol
SeCl4,Appearance,white to yellow crystals,NoUnits
SeCl4,Solubility,decomposes in water,NoUnits
SeCl4,postscript,Noneref,NoUnits
SeCl4,MeltingPt,Sublimation chemistry,NoUnits
SeCl4,sublimes at 191.4&nbsp;C<ref name,handCite book,NoUnits
BaNO3)2,Density,3.24,g/cm^3
BaNO3)2,MolarMass,261.337,g/mol
BaNO3)2,Odor,odorless,NoUnits
BaNO3)2,Appearance,white,NoUnits
BaNO3)2,Solubility,4.95,g/100 mL 0 C 
BaNO3)2,RefractIndex,1.5659,NoUnits
BaNO3)2,SolubleOther,insoluble in alcohol,NoUnits
BaNO3)2,MeltingPtC,592,C
CN)2,DeltaHf,309.07,kJ mol^1
CN)2,BoilingPtK,252.0,K
CN)2,Odor,pungent,NoUnits
CN)2,Density,950,mg mL^1 at 21 C
CN)2,Appearance,Colourless gas,NoUnits
CN)2,Solubility,45,g/100 mL at 20 C
CN)2,Entropy,241.57,J K^1 mol^1
CN)2,DeltaHc,.09781.0942,MJ mol^1
CN)2,VaporPressure,5.1,atm 21 C
CN)2,RefractIndex,1.327,18 C
CN)2,SolubleOther,soluble in ethanol,NoUnits
CN)2,HenryConstant,1.9,mol Pa^1 kg^1
CN)2,MeltingPtC,-28,C
NdCl3,Solvent,ethanol,NoUnits
NdCl3,Density,4.13,g/cm^3 2.282 for hydrate
NdCl3,MolarMass,250.598,g/mol
NdCl3,Appearance,colored powder ,NoUnits
NdCl3,Solubility,0.967,kg/L at 13 C
NdCl3,BoilingPtC,1600,C
NdCl3,SolubleOther,0.445,kg/L
NdCl3,MeltingPtC,758,C
Ga2S3,MolarMass,235.644,g/mol
Ga2S3,MeltingPt_ref,,NoUnits
Ga2S3,Appearance,,NoUnits
Ga2S3,MeltingPtC,1090,C
CdBr2,Density,5.192,g/cm^3
CdBr2,MolarMass,272.22, g/mol
CdBr2,Appearance,white to pale yellow crystalline solid,NoUnits
CdBr2,Solubility,56.3,g/100 mL 0 C 
CdBr2,BoilingPtC,844,C
CdBr2,SolubleOther,soluble in alcohol,NoUnits
CdBr2,MeltingPtC,568,C
SeF4,MolarMass,154.954,g/mol
SeF4,MeltingPtC,-13.2,C
SeF4,Appearance,colourless liquid,NoUnits
SeF4,BoilingPtC,101,C
SeF4,Density,2.77,g/cm^3
NiNO3)2,Density,2.05,g/cm^3 hexahydrate
NiNO3)2,MolarMass,182.703,g/mol anhydrous
NiNO3)2,Odor,odorless,NoUnits
NiNO3)2,Appearance,emerald green hygroscopic solid,NoUnits
NiNO3)2,Solubility,243,hexahydrate g/100ml 0 C
NiNO3)2,BoilingPtC,136.7,C
NiNO3)2,RefractIndex,1.422,hexahydrate
NiNO3)2,SolubleOther,soluble in ethanol,NoUnits
NiNO3)2,MeltingPtC,56.7,C
H2Se,Density,3.553,g/cm^3
H2Se,MolarMass,80.98,g/mol
H2Se,Odor,decayed horseradish,NoUnits
H2Se,Appearance,Colorless gas,NoUnits
H2Se,Solubility,0.70,g/100 mL
H2Se,BoilingPtC,-41.25,C
H2Se,pKa,3.89,NoUnits
H2Se,VaporPressure,9.5,atm 21C
H2Se,SolubleOther,soluble in carbon disulfide,NoUnits
H2Se,MeltingPtC,-65.73,C
NH4)2Cr2O7,MolarMass,252.07,g/mol
NH4)2Cr2O7,SolubleOther,insoluble in acetone ,NoUnits
NH4)2Cr2O7,MeltingPtC,180,C
NH4)2Cr2O7,Appearance,red crystals,NoUnits
NH4)2Cr2O7,Density,2.115,g/cm^3
AlBr3,Density,3.205,g/cm^3
AlBr3,MolarMass,266.69,g/mol
AlBr3,Odor,pungent,NoUnits
AlBr3,Appearance,white to pale yellowbr  crystalline solid,NoUnits
AlBr3,Solubility,reacts,NoUnits
AlBr3,BoilingPtC,265,C
AlBr3,SolubleOther,slightly soluble in methanol,NoUnits
AlBr3,MeltingPtC,97.8,C
Cr1O3,DeltaHf,89.3,kJ/mol
Cr1O3,MagSus,410^5,cm^3/mol
Cr1O3,Density,2.7,g/cm^3 20 C
Cr1O3,Odor,Odorless,NoUnits
Cr1O3,Appearance,Dark red granular solid,NoUnits
Cr1O3,Solubility,164.8,g/abbr
Cr1O3,BoilingPtC,250,C
Cr1O3,SolubleOther,Soluble in sulfuric acid,NoUnits
Cr1O3,MeltingPtC,197,C
BaCl2,Density,3.856,g/cm^3 anhydrous 
BaCl2,MolarMass,208.23,g/mol anhydrous 
BaCl2,Appearance,White solid,NoUnits
BaCl2,BoilingPtC,1560,C
BaCl2,DeltaHf,-858.56,kJ/mol
BaCl2,MeltingPtC,962,C
NH4)2SO3,MolarMass,116.14,g/mol
NH4)2SO3,SolubleOther,Insoluble in acetone and alcohol,NoUnits
NH4)2SO3,Appearance,colourless,NoUnits
NH4)2SO3,RefractIndex,1.515.,NoUnits
Al2SO4)3,Density,2.672,g/cm^3 anhydrous 
Al2SO4)3,MolarMass,342.15,g/mol anhydrous 
Al2SO4)3,Appearance,white crystalline solid ,NoUnits
Al2SO4)3,pKa,3.3-3.6,NoUnits
